meter,Date,t_kWh
MH03,02-08-2019,6.569
MH03,03-08-2019,5.828
MH03,04-08-2019,5.917
MH03,05-08-2019,5.549
MH03,06-08-2019,4.515
MH03,07-08-2019,4.69
MH03,08-08-2019,0
MH03,09-08-2019,0
MH03,10-08-2019,0
MH03,11-08-2019,0
MH03,12-08-2019,0
MH03,13-08-2019,0
MH03,14-08-2019,0
MH03,15-08-2019,0
MH03,16-08-2019,0
MH03,17-08-2019,0
MH03,18-08-2019,0
MH03,20-08-2019,0
MH03,21-08-2019,0
MH03,22-08-2019,0
MH03,23-08-2019,0
MH03,24-08-2019,0
MH03,25-08-2019,0
MH03,26-08-2019,0
MH03,27-08-2019,0
MH03,28-08-2019,0
MH03,29-08-2019,0
MH03,30-08-2019,0
MH03,31-08-2019,0
MH03,01-09-2019,4.606
MH03,02-09-2019,4.699
MH03,03-09-2019,0
MH03,04-09-2019,0
MH03,05-09-2019,0
MH03,06-09-2019,0
MH03,07-09-2019,0
MH03,08-09-2019,2.354
MH03,09-09-2019,0
MH03,10-09-2019,0
MH03,11-09-2019,0
MH03,12-09-2019,0
MH03,13-09-2019,0
MH03,14-09-2019,0
MH03,15-09-2019,0
MH03,16-09-2019,0
MH03,17-09-2019,0
MH03,18-09-2019,0
MH03,20-09-2019,0
MH03,21-09-2019,0
MH03,22-09-2019,0
MH03,23-09-2019,0
MH03,24-09-2019,0
MH03,25-09-2019,0
MH03,26-09-2019,0
MH03,27-09-2019,0
MH03,28-09-2019,0
MH03,29-09-2019,0
MH03,30-09-2019,0
MH03,01-10-2019,0
MH03,02-10-2019,0.033
MH03,05-10-2019,0
MH03,06-10-2019,0
MH03,07-10-2019,0
MH03,08-10-2019,0
MH03,09-10-2019,0
MH03,10-10-2019,0
MH03,11-10-2019,0
MH03,12-10-2019,0
MH03,13-10-2019,0
MH03,14-10-2019,0
MH03,15-10-2019,0
MH03,16-10-2019,0
MH03,17-10-2019,0
MH03,24-10-2019,0
MH03,25-10-2019,0
MH03,26-10-2019,0
MH03,27-10-2019,0
MH03,28-10-2019,0
MH03,29-10-2019,0
MH03,30-10-2019,0
MH03,31-10-2019,0
MH03,14-11-2019,3.892
MH03,15-11-2019,4.037
MH03,16-11-2019,4.224
MH03,17-11-2019,3.083
MH03,18-11-2019,4.315
MH03,19-11-2019,3.925
MH03,20-11-2019,3.982
MH03,21-11-2019,4.148
MH03,22-11-2019,4.018
MH03,23-11-2019,4.037
MH03,24-11-2019,3.947
MH03,25-11-2019,5.929
MH03,26-11-2019,4.069
MH03,27-11-2019,4.004
MH03,28-11-2019,4.219
MH03,29-11-2019,4.17
MH03,30-11-2019,3.807
MH03,01-12-2019,2.662
MH03,02-12-2019,2.464
MH03,03-12-2019,4.084
MH03,04-12-2019,3.361
MH03,05-12-2019,3.935
MH03,06-12-2019,4.557
MH03,07-12-2019,4.345
MH03,08-12-2019,3.543
MH03,09-12-2019,4.677
MH03,10-12-2019,4.008
MH03,11-12-2019,3.484
MH03,12-12-2019,3.809
MH03,13-12-2019,3.816
MH03,14-12-2019,3.951
MH03,15-12-2019,4.026
MH03,16-12-2019,2.089
MH03,17-12-2019,2.191
MH03,18-12-2019,2.845
MH03,19-12-2019,2.805
MH03,20-12-2019,2.736
MH03,21-12-2019,2.048
MH03,22-12-2019,2.18
MH03,23-12-2019,2.146
MH03,24-12-2019,2.461
MH03,25-12-2019,2.423
MH03,26-12-2019,1.755
MH03,27-12-2019,2.316
MH03,28-12-2019,2.676
MH03,29-12-2019,3.051
MH03,07-02-2020,3.212
MH03,08-02-2020,3.191
MH03,09-02-2020,1.733
MH03,10-02-2020,2.329
MH03,11-02-2020,3.254
MH03,12-02-2020,2.97
MH03,13-02-2020,2.683
MH03,14-02-2020,3.17
MH03,16-02-2020,3.087
MH03,17-02-2020,3.53
MH03,18-02-2020,3.261
MH03,19-02-2020,2.532
MH03,20-02-2020,3.415
MH03,21-02-2020,3.395
MH03,22-02-2020,3.464
MH03,23-02-2020,2.961
MH03,24-02-2020,2.892
MH03,25-02-2020,2.835
MH03,26-02-2020,2.56
MH03,27-02-2020,2.156
MH03,28-02-2020,1.512
MH03,29-02-2020,1.98
MH03,02-03-2020,2.536
MH03,03-03-2020,2.165
MH03,04-03-2020,2.57
MH03,06-03-2020,2.919
MH03,07-03-2020,3.134
MH03,08-03-2020,3.258
MH03,09-03-2020,3.205
MH03,10-03-2020,2.772
MH03,11-03-2020,2.062
MH03,12-03-2020,2.991
MH03,13-03-2020,2.581
MH03,14-03-2020,2.185
MH03,15-03-2020,2.42
MH03,16-03-2020,2.417
MH03,17-03-2020,2.83
MH03,18-03-2020,2.798
MH03,19-03-2020,3.123
MH03,20-03-2020,3.173
MH03,21-03-2020,3.397
MH03,22-03-2020,2.642
MH03,23-03-2020,2.785
MH03,24-03-2020,2.992
MH03,25-03-2020,4.053
MH03,26-03-2020,3.757
MH03,27-03-2020,3.826
MH03,28-03-2020,3.262
MH03,29-03-2020,4.094
MH03,30-03-2020,3.844
MH03,31-03-2020,3.649
MH03,01-04-2020,3.377
MH03,02-04-2020,3.963
MH03,04-04-2020,4.075
MH03,05-04-2020,3.286
MH03,06-04-2020,3.372
MH03,07-04-2020,3.598
MH03,08-04-2020,3.819
MH03,09-04-2020,5.166
MH03,10-04-2020,4.641
MH03,11-04-2020,5.476
MH03,12-04-2020,6.716
MH03,13-04-2020,6.084
MH03,14-04-2020,7.288
MH03,15-04-2020,6.517
MH03,16-04-2020,6.837
MH03,17-04-2020,6.53
MH03,18-04-2020,6.688
MH03,19-04-2020,7.888
MH03,20-04-2020,6.596
MH03,21-04-2020,6.224
MH03,22-04-2020,6.288
MH03,23-04-2020,6.136
MH03,24-04-2020,6.605
MH03,25-04-2020,5.849
MH03,26-04-2020,4.966
MH03,27-04-2020,4.52
MH03,28-04-2020,4.368
MH03,29-04-2020,4.877
MH03,01-05-2020,7.028
MH03,02-05-2020,7.881
MH03,03-05-2020,6.997
MH03,04-05-2020,7.288
MH03,06-05-2020,7.619
MH03,07-05-2020,5.841
MH03,10-05-2020,6.382
MH03,11-05-2020,5.17
MH03,12-05-2020,7.519
MH03,13-05-2020,6.843
MH03,16-05-2020,6.666
MH03,17-05-2020,8.311
MH03,18-05-2020,9.052
MH03,19-05-2020,8.682
MH03,20-05-2020,8.616
MH03,21-05-2020,8.375
MH03,22-05-2020,8.28
MH03,23-05-2020,10.146
MH03,24-05-2020,9.717
MH03,25-05-2020,8.784
MH03,06-07-2020,8.03
MH03,07-07-2020,8.951
MH03,08-07-2020,12.044
MH03,09-07-2020,11.785
MH03,10-07-2020,10.612
MH03,11-07-2020,11.526
MH03,12-07-2020,11.164
MH03,13-07-2020,11.129
MH03,14-07-2020,10.338
MH03,17-07-2020,9.111
MH03,20-07-2020,8.667
MH03,21-07-2020,8.175
MH03,22-07-2020,9.197
MH03,23-07-2020,10.291
MH03,24-07-2020,13.205
MH03,03-09-2020,11.041
MH03,04-09-2020,12.771
MH03,05-09-2020,11.142
MH03,06-09-2020,11.208
MH03,07-09-2020,12.072
MH03,08-09-2020,12.388
MH03,09-09-2020,12.565
MH03,10-09-2020,13.245
MH03,11-09-2020,11.588
MH03,12-09-2020,12.295
MH03,13-09-2020,14.356
MH03,17-09-2020,15.272
MH03,18-09-2020,15.076
MH03,20-09-2020,14.44
MH03,21-09-2020,14.087
MH03,22-09-2020,14.424
MH03,23-09-2020,18.183
MH03,24-09-2020,13.772
MH03,25-09-2020,14.075
MH03,26-09-2020,10.951
MH03,29-09-2020,10.99
MH03,30-09-2020,10.856
MH03,01-10-2020,8.84
MH03,02-10-2020,9.933
MH03,03-10-2020,8.546
MH03,04-10-2020,7.922
MH03,05-10-2020,8.38
MH03,06-10-2020,7.981
MH03,07-10-2020,8.321
MH03,08-10-2020,8.08
MH03,09-10-2020,7.54
MH03,10-10-2020,7.567
MH03,11-10-2020,8.489
MH03,12-10-2020,8.221
MH03,13-10-2020,9.536
MH03,14-10-2020,9.158
MH03,15-10-2020,7.614
MH03,16-10-2020,7.856
MH03,17-10-2020,9.248
MH03,18-10-2020,8.71
MH03,19-10-2020,8.061
MH03,20-10-2020,6.972
MH03,21-10-2020,6.158
MH03,22-10-2020,5.973
MH03,23-10-2020,5.799
MH03,24-10-2020,4.952
MH03,25-10-2020,6.167
MH03,26-10-2020,5.43
MH03,27-10-2020,4.979
MH03,28-10-2020,4.909
MH03,29-10-2020,4.228
MH03,30-10-2020,4.449
MH03,31-10-2020,4.112
MH03,01-11-2020,3.967
MH03,02-11-2020,4.049
MH03,03-11-2020,3.623
MH03,04-11-2020,3.635
MH03,05-11-2020,3.705
MH03,06-11-2020,3.75
MH03,07-11-2020,3.898
MH03,08-11-2020,4.163
MH03,09-11-2020,4.738
MH03,10-11-2020,4.537
MH03,11-11-2020,4.296
MH03,12-11-2020,4.272
MH03,13-11-2020,4.909
MH03,14-11-2020,3.988
MH03,15-11-2020,3.07
MH03,16-11-2020,2.414
MH03,17-11-2020,1.98
MH03,18-11-2020,2
MH03,19-11-2020,2.58
MH03,19-12-2020,3.265
MH03,20-12-2020,3.392
MH03,21-12-2020,3.545
MH03,22-12-2020,3.461
MH03,23-12-2020,3.508
MH03,24-12-2020,3.171
MH03,25-12-2020,2.18
MH03,26-12-2020,1.81
MH03,27-12-2020,1.789
MH03,28-12-2020,2.158
MH03,29-12-2020,2.879
MH03,30-12-2020,3.412
MH03,31-12-2020,3.485
MH03,01-01-2021,3.148
MH03,02-01-2021,4.184
MH03,03-01-2021,2.464
MH03,05-01-2021,4.965
MH03,06-01-2021,3.742
MH03,07-01-2021,3.812
MH03,08-01-2021,3.946
MH03,09-01-2021,3.46
MH03,10-01-2021,2.24
MH03,11-01-2021,3.708
MH03,12-01-2021,3.93
MH03,13-01-2021,3.947
MH03,14-01-2021,3.529
MH03,15-01-2021,2.07
MH03,16-01-2021,3.729
MH03,17-01-2021,2.451
MH03,18-01-2021,3.717
MH03,19-01-2021,3.715
MH03,20-01-2021,4.31
MH03,21-01-2021,3.627
MH03,22-01-2021,2.098
MH03,23-01-2021,2.059
MH03,24-01-2021,1.818
MH03,25-01-2021,2.501
MH03,26-01-2021,4.018
MH03,27-01-2021,3.247
MH03,28-01-2021,3.577
MH03,29-01-2021,3.553
MH03,30-01-2021,3.439
MH03,31-01-2021,3.625
MH03,01-02-2021,4.081
MH03,02-02-2021,4.107
MH03,03-02-2021,3.463
MH03,04-02-2021,4.111
MH03,05-02-2021,4.055
MH03,06-02-2021,4.273
MH03,07-02-2021,3.541
MH03,08-02-2021,3.7
MH03,09-02-2021,3.758
MH03,11-02-2021,2.002
MH03,12-02-2021,2.329
MH03,13-02-2021,2.893
MH03,14-02-2021,2.231
MH03,15-02-2021,2.542
MH03,16-02-2021,3.307
MH03,17-02-2021,2.237
MH03,18-02-2021,1.878
MH06,01-05-2019,11.461
MH06,02-05-2019,9.205
MH06,03-05-2019,9.529
MH06,04-05-2019,9.208
MH06,05-05-2019,13.516
MH06,06-05-2019,11.451
MH06,07-05-2019,10.648
MH06,08-05-2019,10.396
MH06,09-05-2019,10.015
MH06,10-05-2019,10.363
MH06,11-05-2019,10.226
MH06,12-05-2019,10.804
MH06,13-05-2019,10.498
MH06,14-05-2019,9.691
MH06,15-05-2019,11.106
MH06,16-05-2019,10.784
MH06,17-05-2019,7.244
MH06,18-05-2019,6.151
MH06,19-05-2019,9.967
MH06,20-05-2019,8.116
MH06,21-05-2019,8.989
MH06,22-05-2019,9.911
MH06,23-05-2019,7.704
MH06,24-05-2019,7.893
MH06,25-05-2019,9.217
MH06,26-05-2019,10.046
MH06,27-05-2019,8.959
MH06,28-05-2019,10.462
MH06,29-05-2019,9.9
MH06,30-05-2019,10.059
MH06,31-05-2019,10.491
MH06,01-06-2019,12.277
MH06,02-06-2019,12.552
MH06,03-06-2019,10.921
MH06,04-06-2019,11.045
MH06,05-06-2019,13.313
MH06,06-06-2019,11.558
MH06,07-06-2019,12.005
MH06,08-06-2019,11.373
MH06,09-06-2019,11.201
MH06,10-06-2019,10.489
MH06,11-06-2019,12.006
MH06,12-06-2019,11.332
MH06,13-06-2019,12.215
MH06,14-06-2019,11.863
MH06,15-06-2019,11.965
MH06,16-06-2019,9.718
MH06,17-06-2019,14.142
MH06,18-06-2019,11.53
MH06,19-06-2019,10.699
MH06,20-06-2019,13.11
MH06,21-06-2019,11.813
MH06,22-06-2019,14.403
MH06,23-06-2019,15.018
MH06,24-06-2019,13.442
MH06,25-06-2019,13.372
MH06,26-06-2019,14.411
MH06,27-06-2019,13.752
MH06,28-06-2019,13.605
MH06,29-06-2019,13.612
MH06,30-06-2019,15.398
MH06,01-07-2019,11.032
MH06,02-07-2019,10.067
MH06,03-07-2019,11.661
MH06,04-07-2019,10.13
MH06,05-07-2019,11.088
MH06,06-07-2019,9.491
MH06,07-07-2019,9.567
MH06,08-07-2019,7.585
MH06,09-07-2019,8.899
MH06,10-07-2019,7.832
MH06,11-07-2019,8.67
MH06,12-07-2019,9.817
MH06,13-07-2019,8.515
MH06,14-07-2019,9.087
MH06,15-07-2019,8.939
MH06,16-07-2019,7.93
MH06,17-07-2019,7.939
MH06,18-07-2019,7.731
MH06,19-07-2019,7.899
MH06,20-07-2019,7.563
MH06,21-07-2019,8.398
MH06,22-07-2019,8.561
MH06,23-07-2019,8.111
MH06,25-07-2019,6.577
MH06,26-07-2019,6.933
MH06,27-07-2019,5.395
MH06,28-07-2019,7.138
MH06,29-07-2019,5.822
MH06,30-07-2019,6.332
MH06,31-07-2019,6.228
MH06,01-08-2019,6.066
MH06,02-08-2019,6.547
MH06,03-08-2019,6.219
MH06,04-08-2019,6.639
MH06,05-08-2019,4.146
MH06,06-08-2019,7.034
MH06,07-08-2019,5.501
MH06,08-08-2019,5.5
MH06,10-08-2019,6.141
MH06,12-08-2019,7.351
MH06,13-08-2019,6.705
MH06,14-08-2019,7.003
MH06,15-08-2019,8.709
MH06,16-08-2019,7.326
MH06,17-08-2019,5.187
MH06,18-08-2019,4.412
MH06,20-08-2019,7.873
MH06,21-08-2019,7.438
MH06,22-08-2019,5.794
MH06,23-08-2019,6.673
MH06,24-08-2019,6.404
MH06,25-08-2019,4.979
MH06,26-08-2019,7.678
MH06,27-08-2019,5.447
MH06,28-08-2019,6.516
MH06,29-08-2019,5.991
MH06,30-08-2019,6.256
MH06,31-08-2019,6.478
MH06,01-09-2019,5.243
MH06,02-09-2019,5.658
MH06,03-09-2019,5.401
MH06,05-09-2019,5.715
MH06,06-09-2019,6.66
MH06,07-09-2019,6.067
MH06,08-09-2019,6.679
MH06,09-09-2019,8.414
MH06,10-09-2019,7.769
MH06,11-09-2019,7.33
MH06,12-09-2019,7.438
MH06,13-09-2019,6.745
MH06,14-09-2019,5.965
MH06,15-09-2019,6.747
MH06,16-09-2019,6.662
MH06,17-09-2019,7.136
MH06,18-09-2019,6.606
MH06,19-09-2019,5.959
MH06,20-09-2019,6.299
MH06,21-09-2019,5.73
MH06,22-09-2019,5.216
MH06,23-09-2019,5.167
MH06,24-09-2019,5.191
MH06,25-09-2019,4.723
MH06,26-09-2019,3.666
MH06,27-09-2019,5.016
MH06,28-09-2019,4.515
MH06,29-09-2019,4.46
MH06,30-09-2019,4.375
MH06,01-10-2019,5.191
MH06,02-10-2019,5.403
MH06,05-10-2019,4.556
MH06,06-10-2019,5.557
MH06,07-10-2019,4.769
MH06,08-10-2019,4.265
MH06,09-10-2019,5.07
MH06,10-10-2019,5.495
MH06,11-10-2019,5.086
MH06,12-10-2019,5.246
MH06,13-10-2019,3.691
MH06,14-10-2019,5.267
MH06,15-10-2019,4.989
MH06,16-10-2019,4.384
MH06,17-10-2019,4
MH06,26-10-2019,5.074
MH06,28-10-2019,4.476
MH06,30-10-2019,2.994
MH06,31-10-2019,2.334
MH06,01-11-2019,1.895
MH06,03-11-2019,1.891
MH06,04-11-2019,2.374
MH06,05-11-2019,3.919
MH06,06-11-2019,4.195
MH06,07-11-2019,3.943
MH06,08-11-2019,3.381
MH06,09-11-2019,3.609
MH06,10-11-2019,3.424
MH06,11-11-2019,3.645
MH06,12-11-2019,3.31
MH06,14-11-2019,3.982
MH06,16-11-2019,2.391
MH06,17-11-2019,2.184
MH06,18-11-2019,2.964
MH06,19-11-2019,3.836
MH06,21-11-2019,3.37
MH06,22-11-2019,3.876
MH06,23-11-2019,3.33
MH06,24-11-2019,3.05
MH06,25-11-2019,3.607
MH06,26-11-2019,3.423
MH06,27-11-2019,3.9
MH06,28-11-2019,4.369
MH06,29-11-2019,2.828
MH06,30-11-2019,5.578
MH06,01-12-2019,4.42
MH06,02-12-2019,3.62
MH06,03-12-2019,2.887
MH06,04-12-2019,2.49
MH06,05-12-2019,2.816
MH06,06-12-2019,3.473
MH06,07-12-2019,3.071
MH06,08-12-2019,3.488
MH06,09-12-2019,3.207
MH06,10-12-2019,3.633
MH06,11-12-2019,2.309
MH06,12-12-2019,2.802
MH06,14-12-2019,3.32
MH06,15-12-2019,3.065
MH06,16-12-2019,3.479
MH06,17-12-2019,2.616
MH06,18-12-2019,2.087
MH06,19-12-2019,2.55
MH06,24-12-2019,2.005
MH06,25-12-2019,2.573
MH06,28-12-2019,3.126
MH06,29-12-2019,1.834
MH06,31-12-2019,3.17
MH06,01-01-2020,2.805
MH06,02-01-2020,1.886
MH06,03-01-2020,2.78
MH06,05-01-2020,2.091
MH06,06-01-2020,1.969
MH06,07-01-2020,2.398
MH06,08-01-2020,2.877
MH06,09-01-2020,1.951
MH06,10-01-2020,1.725
MH06,12-01-2020,1.904
MH06,14-01-2020,1.685
MH06,15-01-2020,1.878
MH06,16-01-2020,1.919
MH06,18-01-2020,2.02
MH06,20-01-2020,2.028
MH06,23-01-2020,1.712
MH06,24-01-2020,1.987
MH06,25-01-2020,2.149
MH06,26-01-2020,2.592
MH06,28-01-2020,2.015
MH06,29-01-2020,1.281
MH06,30-01-2020,1.863
MH06,31-01-2020,2.47
MH06,01-02-2020,1.563
MH06,02-02-2020,1.385
MH06,03-02-2020,2.207
MH06,04-02-2020,1.652
MH06,05-02-2020,2.692
MH06,06-02-2020,1.707
MH06,07-02-2020,2.66
MH06,08-02-2020,1.64
MH06,09-02-2020,2.347
MH06,10-02-2020,1.674
MH06,11-02-2020,2.128
MH06,12-02-2020,2.24
MH06,13-02-2020,2.326
MH06,14-02-2020,2.477
MH06,15-02-2020,3.375
MH06,16-02-2020,3.049
MH06,17-02-2020,3.792
MH06,18-02-2020,3.361
MH06,19-02-2020,4.647
MH06,20-02-2020,3.124
MH06,21-02-2020,2.824
MH06,22-02-2020,3.199
MH06,23-02-2020,4.176
MH06,24-02-2020,2.926
MH06,25-02-2020,4.008
MH06,26-02-2020,4.256
MH06,28-02-2020,3.088
MH06,29-02-2020,2.99
MH06,03-03-2020,3.64
MH06,09-03-2020,1.972
MH06,14-03-2020,2.864
MH06,16-03-2020,4.586
MH06,21-03-2020,4.164
MH06,22-03-2020,6.073
MH06,28-03-2020,3.101
MH06,30-03-2020,5.654
MH06,08-04-2020,4.163
MH06,12-04-2020,6.674
MH06,16-04-2020,4.421
MH06,17-04-2020,7.35
MH06,19-04-2020,3.309
MH06,23-04-2020,6.158
MH06,24-04-2020,6.272
MH06,25-04-2020,7.458
MH06,26-04-2020,4.669
MH06,02-05-2020,6.621
MH06,11-05-2020,4.562
MH06,12-05-2020,6.221
MH06,13-05-2020,7.944
MH06,16-05-2020,5.715
MH06,19-05-2020,2.822
MH06,20-05-2020,5.585
MH06,23-05-2020,6.902
MH06,27-05-2020,13.684
MH06,01-06-2020,8.583
MH06,08-06-2020,8.745
MH06,09-06-2020,11.305
MH06,10-06-2020,9.677
MH06,13-06-2020,10.682
MH06,14-06-2020,10.939
MH06,15-06-2020,11.392
MH06,16-06-2020,8.784
MH06,17-06-2020,9.231
MH06,23-06-2020,7.23
MH06,24-06-2020,5.025
MH06,25-06-2020,7.004
MH06,27-06-2020,11.606
MH06,02-07-2020,10.051
MH06,03-07-2020,8.277
MH06,07-07-2020,10.489
MH06,08-07-2020,7.873
MH06,13-07-2020,10.946
MH06,14-07-2020,8.634
MH06,17-07-2020,12.69
MH06,19-07-2020,3.708
MH06,20-07-2020,10.067
MH06,21-07-2020,7.369
MH06,24-07-2020,12.009
MH06,09-08-2020,11.594
MH06,11-08-2020,10.978
MH06,13-08-2020,9.915
MH06,14-08-2020,9.448
MH06,19-08-2020,7.267
MH06,22-08-2020,3.091
MH06,04-09-2020,8.095
MH06,13-09-2020,3.376
MH06,18-09-2020,6.786
MH06,21-09-2020,3.591
MH06,25-09-2020,4.632
MH06,27-09-2020,7.487
MH06,30-09-2020,2.312
MH06,03-10-2020,3.515
MH06,04-10-2020,3.991
MH06,06-10-2020,5.466
MH06,09-10-2020,7.268
MH06,13-10-2020,8.105
MH06,14-10-2020,9.487
MH06,15-10-2020,8.343
MH06,16-10-2020,7.109
MH06,20-10-2020,6.109
MH06,21-10-2020,6.49
MH06,22-10-2020,6.24
MH06,23-10-2020,4.532
MH06,24-10-2020,5.538
MH06,25-10-2020,5.323
MH06,26-10-2020,5.024
MH06,27-10-2020,4.436
MH06,28-10-2020,5.105
MH06,29-10-2020,5.216
MH06,30-10-2020,4.717
MH06,01-11-2020,3.131
MH06,03-11-2020,4.615
MH06,06-11-2020,3.776
MH06,07-11-2020,4.934
MH06,09-11-2020,4.586
MH06,10-11-2020,3.85
MH06,12-11-2020,2.454
MH06,13-11-2020,2.802
MH06,15-11-2020,4.257
MH06,16-11-2020,3.47
MH06,17-11-2020,4.088
MH06,19-11-2020,3.374
MH06,20-11-2020,4.777
MH06,21-11-2020,5.056
MH06,22-11-2020,3.795
MH06,23-11-2020,3.914
MH06,25-11-2020,2.259
MH06,26-11-2020,2.86
MH06,27-11-2020,4.192
MH06,28-11-2020,3.576
MH06,29-11-2020,3.887
MH06,01-12-2020,1.492
MH06,02-12-2020,3.179
MH06,03-12-2020,3.225
MH06,04-12-2020,4.272
MH06,05-12-2020,3.194
MH06,06-12-2020,3.669
MH06,07-12-2020,3.999
MH06,08-12-2020,3.606
MH06,09-12-2020,3.387
MH06,11-12-2020,3.8
MH06,12-12-2020,3.021
MH06,13-12-2020,4.302
MH06,14-12-2020,2.545
MH06,15-12-2020,4.796
MH06,16-12-2020,4.341
MH06,17-12-2020,3.222
MH06,18-12-2020,4.196
MH06,19-12-2020,2.84
MH06,20-12-2020,3.448
MH06,21-12-2020,2.4
MH06,22-12-2020,3.022
MH06,23-12-2020,3.959
MH06,24-12-2020,2.239
MH06,25-12-2020,2.051
MH06,26-12-2020,2.693
MH06,27-12-2020,3.012
MH06,30-12-2020,3.243
MH06,01-01-2021,4.978
MH06,02-01-2021,3.92
MH06,03-01-2021,2.663
MH06,06-01-2021,4.2
MH06,07-01-2021,4.348
MH06,08-01-2021,3.849
MH06,10-01-2021,4.208
MH06,12-01-2021,4.146
MH06,14-01-2021,5.096
MH06,15-01-2021,2.84
MH06,18-01-2021,3.83
MH06,21-01-2021,4.256
MH06,22-01-2021,4.716
MH06,25-01-2021,1.656
MH06,28-01-2021,3.992
MH06,30-01-2021,3.672
MH06,31-01-2021,4.405
MH06,01-02-2021,3.68
MH06,02-02-2021,3.078
MH06,03-02-2021,3.824
MH06,04-02-2021,2.992
MH06,06-02-2021,4.412
MH06,07-02-2021,4.23
MH06,09-02-2021,2.343
MH06,10-02-2021,2.855
MH06,13-02-2021,3.494
MH06,14-02-2021,4.467
MH06,15-02-2021,3.412
MH06,16-02-2021,3.748
MH06,17-02-2021,3.331
MH06,18-02-2021,2.227
MH07,01-05-2019,21.77
MH07,02-05-2019,20.143
MH07,03-05-2019,17.279
MH07,04-05-2019,17.734
MH07,05-05-2019,18.093
MH07,06-05-2019,18.726
MH07,07-05-2019,20.516
MH07,08-05-2019,20.17
MH07,09-05-2019,15.725
MH07,10-05-2019,22.029
MH07,11-05-2019,20.003
MH07,12-05-2019,20.311
MH07,13-05-2019,21.784
MH07,14-05-2019,21.873
MH07,15-05-2019,19.993
MH07,16-05-2019,20.215
MH07,17-05-2019,15.097
MH07,18-05-2019,21.189
MH07,19-05-2019,19.033
MH07,20-05-2019,19.591
MH07,21-05-2019,19.603
MH07,22-05-2019,23.345
MH07,23-05-2019,14.552
MH07,24-05-2019,11.068
MH07,25-05-2019,19.552
MH07,26-05-2019,20.197
MH07,27-05-2019,16.737
MH07,28-05-2019,20.423
MH07,29-05-2019,21.786
MH07,30-05-2019,22.202
MH07,31-05-2019,19.892
MH07,01-06-2019,14.092
MH07,02-06-2019,21.503
MH07,03-06-2019,22.645
MH07,04-06-2019,23.807
MH07,05-06-2019,23.62
MH07,06-06-2019,23.566
MH07,07-06-2019,20.472
MH07,08-06-2019,20.984
MH07,09-06-2019,8.841
MH07,10-06-2019,3.401
MH07,11-06-2019,3.3
MH07,12-06-2019,3.357
MH07,13-06-2019,3.152
MH07,14-06-2019,3.241
MH07,15-06-2019,13.95
MH07,16-06-2019,22.931
MH07,17-06-2019,21.135
MH07,18-06-2019,19.729
MH07,19-06-2019,19.694
MH07,20-06-2019,20.587
MH07,21-06-2019,18.943
MH07,22-06-2019,21.562
MH07,23-06-2019,21.15
MH07,24-06-2019,21.221
MH07,25-06-2019,21.214
MH07,26-06-2019,23.453
MH07,27-06-2019,22.775
MH07,28-06-2019,21.345
MH07,29-06-2019,24.699
MH07,30-06-2019,23.142
MH07,01-07-2019,15.406
MH07,02-07-2019,23.53
MH07,03-07-2019,24.812
MH07,04-07-2019,20.71
MH07,05-07-2019,21.402
MH07,06-07-2019,22.85
MH07,07-07-2019,22.436
MH07,08-07-2019,16.032
MH07,09-07-2019,21.539
MH07,10-07-2019,18.877
MH07,11-07-2019,23.287
MH07,12-07-2019,23.985
MH07,13-07-2019,23.794
MH07,14-07-2019,25.625
MH07,15-07-2019,23.434
MH07,16-07-2019,22.23
MH07,17-07-2019,21.205
MH07,18-07-2019,21.42
MH07,19-07-2019,24.334
MH07,20-07-2019,25.173
MH07,21-07-2019,22.484
MH07,22-07-2019,21.3
MH07,23-07-2019,14.286
MH07,30-07-2019,19.609
MH07,31-07-2019,21.725
MH07,01-08-2019,22.057
MH07,02-08-2019,21.4
MH07,03-08-2019,22.134
MH07,04-08-2019,20.95
MH07,05-08-2019,21.667
MH07,06-08-2019,20.997
MH07,07-08-2019,19.259
MH07,08-08-2019,14.977
MH07,09-08-2019,21.567
MH07,14-08-2019,20.478
MH07,15-08-2019,17.007
MH07,16-08-2019,16.025
MH07,17-08-2019,7.07
MH07,18-08-2019,13.084
MH07,20-08-2019,16.902
MH07,21-08-2019,21.169
MH07,22-08-2019,17.021
MH07,23-08-2019,17.433
MH07,24-08-2019,11.006
MH07,25-08-2019,9.057
MH07,26-08-2019,9.426
MH07,27-08-2019,9.433
MH07,28-08-2019,9.797
MH07,29-08-2019,13.731
MH07,30-08-2019,21.845
MH07,31-08-2019,21.475
MH07,01-09-2019,18.401
MH07,02-09-2019,19.833
MH07,03-09-2019,18.962
MH07,04-09-2019,22.93
MH07,05-09-2019,20.751
MH07,06-09-2019,19.825
MH07,16-09-2019,20.604
MH07,17-09-2019,19.357
MH07,18-09-2019,18.75
MH07,19-09-2019,16.517
MH07,20-09-2019,19.722
MH07,21-09-2019,18.514
MH07,22-09-2019,12.753
MH07,23-09-2019,8.042
MH07,24-09-2019,8.988
MH07,25-09-2019,7.366
MH07,26-09-2019,7.326
MH07,27-09-2019,9.254
MH07,28-09-2019,7.693
MH07,29-09-2019,7.182
MH07,30-09-2019,6.595
MH07,01-10-2019,6.878
MH07,02-10-2019,6.827
MH07,05-10-2019,7.613
MH07,06-10-2019,7.183
MH07,07-10-2019,7.167
MH07,08-10-2019,6.811
MH07,09-10-2019,6.573
MH07,10-10-2019,6.217
